"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
1018,"CJ-II-m-B-07528","CJ","II","m","B",7528,127,"CLUJ",58393,"comună","MĂNĂSTIRENI",58428,"BEDECIU","Biserica ""înălțarea Domnului""",46.795777,23.128022,652,153,,407372,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"-",,
1021,"CJ-II-m-B-07531","CJ","II","m","B",7531,127,"CLUJ",58393,"comună","MĂNĂSTIRENI",58437,"BICA","Biserica de lemn ""înălțarea Domnului""",46.792919,23.081922,717,40,,407373,,,"Patrimoniu religios","Clădire de cult","Biserică",1765,,,,"-",,
1225,"CJ-II-m-B-07707","CJ","II","m","B",7707,127,"CLUJ",58464,"comună","MĂRGĂU",58473,"MĂRGĂU","Biserica ""Sf. Arhangheli Mihail și Gavriil""",46.754829,22.95789,766,403,,407380,,,"Patrimoniu religios","Clădire de cult","Biserică",1797,,,,"-",,
1072,"CJ-II-m-B-07569","CJ","II","m","B",7569,127,"CLUJ",58464,"comună","MĂRGĂU",58507,"CIULENI","Biserica ""Adormirea Maicii Domnului""",46.771054,22.979581,671,,,407383,,,"Patrimoniu religios","Clădire de cult","Biserică","1747 - 1859",,,,"-",,
1232,"CJ-II-m-B-07714","CJ","II","m","B",7714,127,"CLUJ",58552,"comună","MINTIU GHERLII",58561,"MINTIU GHERLII","Biserica reformată",47.05491,23.945279,262,184,,407410,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII",,,,"Stare medie",,
1242,"CJ-II-m-B-07723","CJ","II","m","B",7723,127,"CLUJ",58552,"comună","MINTIU GHERLII",58589,"NIMA","Biserica reformată",47.076995,23.863695,312,172,,407412,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII",,,,"Stare medie",,
1243,"CJ-II-m-B-07724","CJ","II","m","B",7724,127,"CLUJ",58552,"comună","MINTIU GHERLII",58589,"NIMA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.073294,23.865943,320,206,,407412,,,"Patrimoniu religios","Clădire de cult","Biserică",1774,,,,"Stare medie",,
1037,"CJ-II-m-B-07538","CJ","II","m","B",7538,127,"CLUJ",58623,"comună","MOCIU",58641,"BOTENI","Biserica reformată",46.765031,24.027554,366,118,,407421,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII - XVII",,,,"-",,
1059,"CJ-II-a-B-07560","CJ","II","a","B",7560,127,"CLUJ",58623,"comună","MOCIU",58650,"CHESăU","Ansamblul bisericii reformate",46.818571,24.006995,341,127,,407422,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV-XVIII",,,,"-",,
1058,"CJ-II-m-B-07559","CJ","II","m","B",7559,127,"CLUJ",58623,"comună","MOCIU",58650,"CHESăU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.820568,24.008754,361,106,,407422,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"-",,
1060,"CJ-II-m-B-07560.01","CJ","II","m","B",7560.01,127,"CLUJ",58623,"comună","MOCIU",58650,"CHESăU","Biserica reformată",46.818451,24.007069,341,127,,407422,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"-",,
1061,"CJ-II-m-B-07560.02","CJ","II","m","B",7560.02,127,"CLUJ",58623,"comună","MOCIU",58650,"CHESăU","Clopotnița bisericii reformate",46.81852,24.006877,341,127,,407422,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XVIII",,,,"-",,
1086,"CJ-II-a-B-07583","CJ","II","a","B",7583,127,"CLUJ",58623,"comună","MOCIU",58669,"CRIȘENI","Ansamblul bisericii de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.75168,24.050052,354,132,,407423,,,"Patrimoniu religios","Clădire de cult","Biserică","1791, ref. sec. XIX",,,,"-",,
1087,"CJ-II-m-B-07583.01","CJ","II","m","B",7583.01,127,"CLUJ",58623,"comună","MOCIU",58669,"CRIȘENI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.751829,24.050119,354,132,,407423,,,"Patrimoniu religios","Clădire de cult","Biserică",1791,,,,"-",,
1088,"CJ-II-m-B-07583.02","CJ","II","m","B",7583.02,127,"CLUJ",58623,"comună","MOCIU",58669,"CRIȘENI","Clopotnița de lemn",46.751755,24.05013,354,132,,407423,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XIX",,,,"-",,
699,"CJ-II-a-B-21097.07","CJ","II","a","B",21097.07,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58730,"MOLDOVENEȘTI","Moldovenești canton",,,,,,407430,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"-",,
1233,"CJ-II-m-B-07715","CJ","II","m","B",7715,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58730,"MOLDOVENEȘTI","Biserica unitariană",46.502061,23.659063,420,40,,407430,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII - XVIII",,,,"-",,
1234,"CJ-II-m-B-07716","CJ","II","m","B",7716,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58730,"MOLDOVENEȘTI","Castelul Jósika",46.499843,23.661947,416,126,,407430,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVI - XIX",,,,"-",,
1011,"CJ-II-m-B-07521","CJ","II","m","B",7521,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58749,"BăDENI","Biserica unitariană",46.498107,23.735469,399,37,,407431,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"-",,
1012,"CJ-II-m-B-07522","CJ","II","m","B",7522,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58749,"BăDENI","Biserica de lemn ""Sf. Nicolae""",46.489744,23.731511,430,75,,407431,,,"Patrimoniu religios","Clădire de cult","Biserică",1765,,,,"-",,
1259,"CJ-II-m-B-07736","CJ","II","m","B",7736,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58767,"PLăIEȘTI","Biserica unitariană",46.498715,23.71001,385,66,,407433,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV-XVIII",,,,"-",,
1260,"CJ-II-m-B-07737","CJ","II","m","B",7737,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58776,"PODENI","Biserica ""Sf. Arhangheli Mihail și Gavriil""",,,,40,,407434,,,"Patrimoniu religios","Clădire de cult","Biserică",1663,,,,"-",,
1261,"CJ-II-m-B-07738","CJ","II","m","B",7738,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58776,"PODENI","Biserica ""înălțarea Domnului""",46.427929,23.643134,575,"Str. Principală 18",,407434,,,"Patrimoniu religios","Clădire de cult","Biserică",1808,,,,"-",,
1290,"CJ-II-m-B-07765","CJ","II","m","B",7765,127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58785,"STEJERIȘ","Biserica reformată",46.46393,23.73513,357,150,,407436,,,"Patrimoniu religios","Clădire de cult","Biserică",1714,,,,"-",,
1254,"CJ-II-a-B-07733","CJ","II","a","B",7733,127,"CLUJ",58794,"comună","PĂLATCA",58801,"PĂLATCA","Ansamblul bisericii reformate",46.842281,23.983208,376,356,,407450,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"Stare medie",,
1255,"CJ-II-m-B-07733.01","CJ","II","m","B",7733.01,127,"CLUJ",58794,"comună","PĂLATCA",58801,"PĂLATCA","Biserica reformată",46.842468,23.983066,376,356,,407450,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"Stare medie",,
1256,"CJ-II-m-B-07733.02","CJ","II","m","B",7733.02,127,"CLUJ",58794,"comună","PĂLATCA",58801,"PĂLATCA","Clopotnița bisericii reformate",46.842444,23.983315,376,356,,407450,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XVIII-XIX",,,,"Stare medie","Probabil alterată prin intervenții.",
1014,"CJ-II-m-B-07524","CJ","II","m","B",7524,127,"CLUJ",58794,"comună","PĂLATCA",58810,"BĂGACIU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.884271,23.9466,357,29,,407451,,,"Patrimoniu religios","Clădire de cult","Biserică",1700,,,,"-",,
1236,"CJ-II-m-B-07745","CJ","II","m","B",7745,127,"CLUJ",58794,"comună","PĂLATCA",58829,"MUREȘENII DE CÂMPIE","Biserica de lemn ""Sf. Petru""",46.892339,23.993166,309,153,,407452,,,"Patrimoniu religios","Clădire de cult","Biserică",1774,,,,"Stare medie","Soclu din beton armat placat cu piatră -imagine alterată.",
1252,"CJ-II-m-B-07731","CJ","II","m","B",7731,127,"CLUJ",58856,"comună","PANTICEU",58865,"PANTICEU","Biserica reformată",47.041522,23.55618,360,82,,407445,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"Pre-colaps",,
1048,"CJ-II-m-B-07551","CJ","II","m","B",7551,127,"CLUJ",58856,"comună","PANTICEU",58874,"CĂTĂLINA","Biserica de lemn ""înălțarea Sf. Cruci""",47.036548,23.503736,408,46,,407446,,,"Patrimoniu religios","Clădire de cult","Biserică",1896,,,,"Stare medie","Puternic alterată. Pereți tencuiți și învelitoare din tablă.",
1089,"CJ-II-m-B-07584","CJ","II","m","B",7584,127,"CLUJ",58856,"comună","PANTICEU",58883,"CUBLEȘU SOMEȘAN","Biserica reformată",47.051832,23.63081,377,104,,407447,,,"Patrimoniu religios","Clădire de cult","Biserică",1774,,,,"Stare medie",,
1099,"CJ-II-m-B-07594","CJ","II","m","B",7594,127,"CLUJ",58856,"comună","PANTICEU",58892,"DÂRJA","Biserica reformată",47.012321,23.589262,345,162,,407448,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII -XV",,,,"Stare medie",,
1202,"CJ-II-m-B-07689","CJ","II","m","B",7689,127,"CLUJ",58918,"comună","PETREȘTII DE JOS",58954,"LIVADA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.566825,23.589562,548,,,407458,,,"Patrimoniu religios","Clădire de cult","Biserică","1842 -1846",,,,"-",,
1023,"CJ-II-m-B-07533","CJ","II","m","B",7533,127,"CLUJ",59041,"comună","POIENI",59069,"BOLOGA","Cetatea Bologa",46.880496,22.878069,548,,,407471,,,"Patrimoniu reprezentativ","Clădiri cu caracter militar (fortificații, cetăți etc.)","Cetate","sec. XIII -XV",,,,"Stare medie","În curs de restaurare.",
1068,"CJ-II-m-B-07567","CJ","II","m","B",7567,127,"CLUJ",59130,"comună","RECEA-CRISTUR",59176,"CIUBĂNCUȚA","Biserica de lemn ""Sf. Nicolae""",47.142213,23.550785,330,87,,407483,,,"Patrimoniu religios","Clădire de cult","Biserică",1829,,,,"-",,
1251,"CJ-II-m-B-07730","CJ","II","m","B",7730,127,"CLUJ",59130,"comună","RECEA-CRISTUR",59210,"OSOI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.149309,23.521388,372,18,,407488,,,"Patrimoniu religios","Clădire de cult","Biserică",1800,,,,"-",,
1269,"CJ-II-m-B-07743","CJ","II","m","B",7743,127,"CLUJ",59283,"comună","SĂCUIEU",59309,"ROGOJEL","Casă",,,,16,,407496,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"-",,
1270,"CJ-II-m-B-07744","CJ","II","m","B",7744,127,"CLUJ",59283,"comună","SĂCUIEU",59309,"ROGOJEL","Biserica ""Sf. Arhangheli Mihail și Gavriil""",,,,296,,407496,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"-",,
1337,"CJ-II-m-B-07810","CJ","II","m","B",7810,127,"CLUJ",59283,"comună","SĂCUIEU",59318,"VIȘAGU","Biserica de lemn",46.824549,22.82303,944,111,,407497,,,"Patrimoniu religios","Clădire de cult","Biserică",1800,,,,"-","Posibil colaps.",
1122,"CJ-II-a-A-07614","CJ","II","a","A",7614,127,"CLUJ",59327,"comună","SĂVĂDISLA",59345,"FINIȘEL","Ansamblul bisericii ""Sf. Arhangheli Mihail și Gavriil""",46.678802,23.428225,533,120,,407506,,,"Patrimoniu religios","Clădire de cult","Biserică",1758,,,,"Stare bună",,
1123,"CJ-II-m-A-07614.01","CJ","II","m","A",7614.01,127,"CLUJ",59327,"comună","SĂVĂDISLA",59345,"FINIȘEL","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.678905,23.428397,533,120,,407506,,,"Patrimoniu religios","Clădire de cult","Biserică",1758,,,,"Stare bună",,
1124,"CJ-II-m-A-07614.02","CJ","II","m","A",7614.02,127,"CLUJ",59327,"comună","SĂVĂDISLA",59345,"FINIȘEL","Clopotnița de lemn",46.67882,23.428483,533,120,,407506,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XVIII-XIX",,,,"Stare bună",,
1278,"CJ-II-m-B-07753","CJ","II","m","B",7753,127,"CLUJ",59327,"comună","SĂVĂDISLA",59336,"SĂVĂDISLA","Castelul Mikes, azi Sanatoriul TBC",46.673349,23.457654,493,347,,407515,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XIX",,,,"Stare bună",,
1292,"CJ-II-m-B-07767","CJ","II","m","B",7767,127,"CLUJ",59327,"comună","SĂVĂDISLA",59381,"STOLNA","Biserica de lemn ""Cuvioasa Paraschiva"" și ""Sf. Nicolae""",46.707898,23.394065,495,47,,407511,,,"Patrimoniu religios","Clădire de cult","Biserică",1730,,,,"-",,
1341,"CJ-II-m-B-07812","CJ","II","m","B",7812,127,"CLUJ",59327,"comună","SĂVĂDISLA",59407,"VLAHA","Biserica romano - catolică",46.696461,23.452954,449,46,,407513,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIV",,,,"Stare bună",,
1284,"CJ-II-m-A-07759","CJ","II","m","A",7759,127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica reformată",46.931428,23.898291,323,"Str. A doua 38",,407540,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII",,,,"Stare bună",,
1283,"CJ-II-m-B-07758","CJ","II","m","B",7758,127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica de lemn",46.927442,23.896079,321,,,407540,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIX",,,,"Stare medie","Pereții bisericii par a fi din zidărie.",
1285,"CJ-II-m-B-07760","CJ","II","m","B",7760,127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica ""Sf. Arhangheli Mihail și Gavriil""",46.942699,23.901819,307,"Str. A doua 475",,407540,,,"Patrimoniu religios","Clădire de cult","Biserică","1731 - 1760",,,,"Stare medie",,
1286,"CJ-II-m-B-07761","CJ","II","m","B",7761,127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica mănăstirii franciscane",46.935168,23.89827,342,"Str. întâia 123",,407540,,,"Patrimoniu religios","Clădire de cult","Biserică","1758 - 1795",,,,"Stare medie",,
1287,"CJ-II-m-B-07762","CJ","II","m","B",7762,127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica de lemn ""Sf. Ioan Gură de Aur""",,,,"Str. Sutâior 123",,407540,,,"Patrimoniu religios","Clădire de cult","Biserică",1707,,,,"-","Clădirea nu mai există.",
1280,"CJ-II-m-B-07755","CJ","II","m","B",7755,127,"CLUJ",59434,"comună","SÂNCRAIU",59443,"SÂNCRAIU","Biserica reformată",46.828714,22.987874,590,308,,407515,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII -XV",,,,"Stare bună",,
1007,"CJ-II-m-B-07517","CJ","II","m","B",7517,127,"CLUJ",59434,"comună","SÂNCRAIU",59452,"ALUNIȘU","Biserica reformată",46.830252,22.940309,636,68,,407516,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII-XIX",,,,"Stare bună",,
1113,"CJ-II-m-B-07606","CJ","II","m","B",7606,127,"CLUJ",59434,"comună","SÂNCRAIU",59470,"DOMOȘU","Biserica reformată",46.830456,23.023644,578,33,,407518,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare bună",,
1090,"CJ-II-m-B-07585","CJ","II","m","B",7585,127,"CLUJ",59498,"comună","SÂNMARTIN",59522,"CUTCA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.033631,24.080918,533,165,,407522,,,"Patrimoniu religios","Clădire de cult","Biserică",1720,,,,"-",,
1112,"CJ-II-m-B-07605","CJ","II","m","B",7605,127,"CLUJ",59498,"comună","SÂNMARTIN",59531,"DIVICIORII MARI","Biserica reformată",46.98828,24.071338,312,149,,407523,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"-",,
1279,"CJ-II-m-B-07754","CJ","II","m","B",7754,127,"CLUJ",59498,"comună","SÂNMARTIN",59568,"SÂMBOIENI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.030497,24.060873,365,32,,407527,,,"Patrimoniu religios","Clădire de cult","Biserică",1753,,,,"-",,
1304,"CJ-II-m-B-07779","CJ","II","m","B",7779,127,"CLUJ",59498,"comună","SÂNMARTIN",59577,"TÂRGUȘOR","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",,,,70,,407528,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"-",,
1281,"CJ-II-m-B-07756","CJ","II","m","B",7756,127,"CLUJ",59586,"comună","SÂNPAUL",59595,"SÂNPAUL","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.869688,23.42001,424,138,,407530,,,"Patrimoniu religios","Clădire de cult","Biserică",1722,,,,"Stare medie",,
1020,"CJ-II-m-B-07530","CJ","II","m","B",7530,127,"CLUJ",59586,"comună","SÂNPAUL",59602,"BERINDU","Biserica de lemn ""înălțarea Domnului"" (din Deal)",46.93666,23.435146,465,154,,407531,,,"Patrimoniu religios","Clădire de cult","Biserică",1752,,,,"-",,
1298,"CJ-II-m-B-07773","CJ","II","m","B",7773,127,"CLUJ",59586,"comună","SÂNPAUL",59620,"SUMURDUCU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.871656,23.44907,447,48,,407533,,,"Patrimoniu religios","Clădire de cult","Biserică",1715,,,,"-",,
1300,"CJ-II-m-B-07775","CJ","II","m","B",7775,127,"CLUJ",59586,"comună","SÂNPAUL",59639,"ȘARDU","Ruinele bisericii reformate",46.859216,23.395859,413,64,,407534,,,"Patrimoniu religios","Clădire de cult","Biserică",1300,,,,"Colaps",,
1301,"CJ-II-m-B-07776","CJ","II","m","B",7776,127,"CLUJ",59586,"comună","SÂNPAUL",59639,"ȘARDU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.858001,23.393844,418,173,,407534,,,"Patrimoniu religios","Clădire de cult","Biserică",1752,,,,"Stare medie",,
1296,"CJ-II-m-B-07771","CJ","II","m","B",7771,127,"CLUJ",59657,"comună","SUATU",59666,"SUATU","Biserica unitariană",46.773036,23.967843,350,,,407545,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIV - XV",,,,"Stare medie",,
1074,"CJ-II-m-B-07571","CJ","II","m","B",7571,127,"CLUJ",59693,"comună","TRITENII DE JOS",59719,"CLAPA","Casa memorială a scriitorului Dan Pavel",,,,359,,407551,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX",,,,"-",,
1228,"CJ-II-m-B-07710","CJ","II","m","B",7710,127,"CLUJ",59764,"comună","TURENI",59817,"MICEȘTI","Biserica ""Pogorârea Sf. Duh""",46.643014,23.613202,582,200,,407564,,,"Patrimoniu religios","Clădire de cult","Biserică",1794,,,,"-",,
1330,"CJ-II-m-B-07803","CJ","II","m","B",7803,127,"CLUJ",59826,"comună","ȚAGA",59835,"ȚAGA","Castelul Wass",46.941885,24.049746,296,139,,407565,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVIII",,,,"Stare medie",,
1239,"CJ-II-m-B-07720","CJ","II","m","B",7720,127,"CLUJ",59826,"comună","ȚAGA",59844,"NĂSAL","Biserica reformată",46.943404,24.111977,299,,,407566,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"Stare medie","în curs de restaurare.",
1240,"CJ-II-m-B-07721","CJ","II","m","B",7721,127,"CLUJ",59826,"comună","ȚAGA",59844,"NĂSAL","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.945215,24.113056,323,138,,407566,,,"Patrimoniu religios","Clădire de cult","Biserică","1804 -1808",,,,"Stare medie","Învelitoare originală înlocuită cu tablă.",
1282,"CJ-II-m-B-07757","CJ","II","m","B",7757,127,"CLUJ",59826,"comună","ȚAGA",59853,"SÂNTEJUDE","Biserica de lemn ""Sf. Dumitru""",46.925814,23.98584,338,155,,407567,,,"Patrimoniu religios","Clădire de cult","Biserică",1701,,,,"-","Învelitoare restaurată. Necesită lucrări suplimentare.",
1331,"CJ-II-m-B-07804","CJ","II","m","B",7804,127,"CLUJ",59880,"comună","UNGURAȘ",59899,"UNGURAȘ","Biserica reformată",47.111583,24.050924,282,354,,407570,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIV",,,,"-",,
1332,"CJ-II-m-A-07805","CJ","II","m","A",7805,127,"CLUJ",59942,"comună","VAD",59951,"VAD","Biserica ""Adormirea Maicii Domnului"" a mănăstirii Vadului",47.219178,23.741827,239,98,,407575,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"Stare bună",,
1040,"CJ-II-m-B-07542","CJ","II","m","B",7542,127,"CLUJ",59942,"comună","VAD",59988,"CALNA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.177189,23.642637,345,63,,407578,,,"Patrimoniu religios","Clădire de cult","Biserică",1671,,,,"-",,
1336,"CJ-II-m-B-07809","CJ","II","m","B",7809,127,"CLUJ",60062,"comună","VIIȘOARA",60071,"VIIȘOARA","Biserica reformată",46.555178,23.904976,300,620,,407590,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"-",,
1013,"CJ-II-m-B-07523","CJ","II","m","B",7523,127,"CLUJ",60099,"comună","VULTURENI",60124,"BĂDEȘTI","Biserica reformată",46.968777,23.634687,378,78,,407597,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII - XVIII",,,,"-",,
1062,"CJ-II-m-B-07561","CJ","II","m","B",7561,127,"CLUJ",60099,"comună","VULTURENI",60133,"CHIDEA","Biserica unitariană",46.981279,23.598078,411,39,,407598,,,"Patrimoniu religios","Clădire de cult","Biserică",1902,,,,"Stare medie",,
1063,"CJ-II-m-B-07562","CJ","II","m","B",7562,127,"CLUJ",60099,"comună","VULTURENI",60133,"CHIDEA","Biserica reformată",46.979429,23.60134,411,76,,407598,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII",,,,"Stare bună",,
1064,"CJ-II-m-B-07563","CJ","II","m","B",7563,127,"CLUJ",60099,"comună","VULTURENI",60133,"CHIDEA","Biserica ""Sf. Ioan Nepomuk""",46.976775,23.599229,400,126,,407598,,,"Patrimoniu religios","Clădire de cult","Biserică",1766,,,,"Stare medie",,
1065,"CJ-II-m-B-07564","CJ","II","m","B",7564,127,"CLUJ",60099,"comună","VULTURENI",60133,"CHIDEA","Biserica de lemn ""Sf. Gheorghe""",46.978398,23.600169,405,139,,407598,,,"Patrimoniu religios","Clădire de cult","Biserică",1761,,,,"Stare bună",,
1302,"CJ-II-m-B-07777","CJ","II","m","B",7777,127,"CLUJ",60099,"comună","VULTURENI",60151,"ȘOIMENI","Moara Szabó",,,,128,,407601,,,"Patrimoniu preindustrial prelucrător","Clădire cu alte funcțiuni","Moară",1750,,,,"-",,
1038,"CJ-II-m-B-07539","CJ","II","m","B",7539,127,"CLUJ",60169,"comună","CIUCEA",57181,"BUCEA","Biserica de lemn ""Adormirea Maicii Domnului""",46.949889,22.694242,389,,,407441,,,"Patrimoniu religios","Clădire de cult","Biserică",1791,,,,"-","Comuna Negreni.",
